WindSpeed9am,Humidity9am,Pressure9am,Temp9am
6,75,1012.1,21.6
19,100,1020.8,18.6
15,73,1020.1,16.2
15,64,1011.3,19.3
19,88,1013,14.5
7,60,1019.3,18
11,62,1019.6,20.3
6,56,1013.1,23.9
9,54,1013.2,26.5
9,78,1014.4,23.3
9,77,1014.4,24.2
11,61,1011.6,24.4
15,46,1024.7,21.5
20,64,1019.4,21.2
9,NA,1018.5,20.9
13,NA,1009.5,26.2
11,52,1019.3,23
13,77,1017,21.2
9,93,1020.5,17.2
4,77,1018.6,21.3
15,76,1015.3,22.9
9,78,1010.2,22.6
9,62,1018.4,20.4
7,85,1011,19.6
19,93,1016.4,15.6
19,75,1026.6,17.4
24,89,1021.8,18.3
28,95,1007.6,19.9
26,42,1006.7,23.4
13,55,1017.4,23.6
9,66,1017.1,24.6
17,77,1010.5,23.7
22,51,1020.7,17.5
22,63,1022.2,16.6
13,57,1020.4,17.6
20,70,1014.3,19.9
24,61,1021.1,15.9
15,77,1020.1,15.3
11,64,1016.3,17.7
4,86,1014.2,18
9,81,1014.9,20
2,74,1011.5,20.7
2,69,1003.8,23
20,92,1006.9,17.7
19,62,1007.9,19.2
20,60,1015.8,19
13,59,1019.7,19.6
15,64,1021.4,18.9
15,50,1023.1,20.8
11,67,1020,18.7
9,77,1011.2,20.2
20,79,1013.2,19.9
9,71,1018.3,20.6
9,76,1018.5,20.1
9,79,1014.9,22.7
15,75,1013.9,23.7
15,65,1012.1,24
17,61,1006.4,24.5
24,69,1010,20.1
20,60,1013.8,20.8
15,69,1014.4,20.7
13,74,1019.4,19.3
13,69,1020.8,20.5
17,56,1017.9,22.2
15,54,1018.4,24.1
15,58,1018.3,24.1
15,69,1012.6,25
11,61,1018,22.3
24,75,1015.1,19.3
11,64,1015.6,20
7,73,1009.3,22.1
22,79,1006.8,22.4
17,38,1009.7,22.6
15,36,1004.1,23.5
22,43,1015.7,17.6
15,56,1017.3,19.7
11,68,1017.2,20.5
28,95,1019.4,17.8
13,84,1022.9,20.4
20,59,1023.3,23.9
2,75,1017.6,23.1
17,82,1017.3,23
19,75,1017.3,23.1
13,73,1015.4,22.6
31,65,1021.4,22.9
30,60,1022.7,22.9
6,76,1018.5,21.7
7,84,1014.3,23.7
13,90,1014,22.5
30,80,1017.5,23.5
19,68,1015.9,23.5
20,74,1011.5,23.8
17,69,1002.2,26.5
19,50,1005.2,27.2
26,87,1014.4,18.8
17,72,1012,20.1
15,95,1006.8,17.1
13,92,1005.1,19.9
11,84,1003.9,22.2
24,76,1002.4,22.3
13,91,1007.5,19.6
17,68,1011.2,22.3
17,71,1013.7,22.2
17,74,1012.3,22.3
7,87,1011.4,20.4
15,80,1015.3,19.7
9,87,1018.2,19.9
6,83,1021.2,20.8
15,56,1021.8,22.7
13,68,1020,22.8
7,62,1017.4,23.8
13,73,1017.2,23
6,75,1017.9,23
9,81,1011.8,22.8
20,82,1010.3,20.9
13,69,1016.1,20.1
11,77,1019.8,21.5
11,78,1022.6,22.7
2,71,1023.6,23.3
11,80,1020.8,22.8
6,73,1017.4,23.6
6,66,1013.3,26.2
20,89,1013.9,20.5
17,90,1007.7,21.3
17,88,1013.4,19.5
26,66,1019.6,20.9
11,75,1014.3,22.4
17,59,1013.4,22.7
17,66,1018.8,21.4
33,62,1018.1,19
30,96,1005.4,15.6
13,75,1008.8,18.5
11,82,1013.5,20.1
13,71,1019,20.4
4,76,1020.2,22.6
13,78,1022.3,20.1
7,85,1020.6,20.2
13,80,1017.2,22.5
6,81,1012.8,22.6
24,94,1014,18.6
15,66,1022.3,19.4
19,72,1023.7,21.1
6,84,1020.6,19.6
13,83,1010.8,20.5
17,79,1009.5,18.6
11,84,1003.6,19.5
22,47,1012.6,16.1
13,76,1022.1,16.5
2,77,1023.6,19.5
9,69,1023.6,20.6
9,77,1023.2,20.4
15,75,1019.4,20.1
19,84,1019.1,17.5
13,81,1018.9,18.9
9,67,1018.3,21
9,75,1017.8,21.7
13,88,1016,18.6
11,60,1017.8,24.6
2,64,1021.3,23.8
6,67,1021.6,22.3
15,69,1015.2,21.5
17,62,1019.2,22
28,41,1016.6,17.6
31,45,1024.5,15.5
24,59,1030.6,15.6
17,80,1032.8,16.4
17,75,1031.9,16.4
4,74,1028.2,18.9
19,65,1025.2,20.2
11,63,1023.9,19
20,91,1022.9,18.6
9,95,1021.1,17.6
2,92,1019.7,19.5
9,91,1016.5,19.1
19,92,1015.5,19.8
13,95,1014.3,17.7
20,81,1014,19.4
13,79,1011.7,18.4
24,48,1011.6,13.5
22,56,1018.5,16.8
19,68,1022,15.4
15,80,1022,16
17,73,1020.8,17.7
20,70,1027.3,13.5
9,76,1027.2,15.5
15,79,1023,15.6
15,63,1019.7,17.7
20,45,1020.6,13.7
20,64,1016.8,15.1
24,65,1016.9,12.9
13,64,1018.2,12.4
22,68,1018.7,13.8
15,68,1021.1,15.3
22,67,1021.7,16.7
9,63,1018.5,16.5
17,60,1017.6,15.1
31,42,1013.4,13.5
20,49,1021.4,11.8
24,56,1024.3,12.1
22,68,1025,12
19,77,1025,12.5
17,82,1025.1,12.4
24,71,1023.1,12.4
19,75,1026.1,13
20,78,1025.5,13.6
20,70,1024.2,11.8
11,69,1024.4,13.2
7,79,1020.5,12.2
24,77,1012.5,15.7
26,43,1013.9,12.5
22,65,1020.3,12.3
20,66,1026.5,12.1
9,94,1031.6,12.1
19,80,1035,12.8
20,79,1033.6,12.9
15,89,1029.6,12.8
13,91,1022.3,14.9
11,96,1014.6,14.2
13,91,1004.2,14.3
15,53,1000.4,12
28,70,1016.1,14
24,68,1023.2,10.4
20,71,1026,8.6
24,78,1026.7,8.3
15,87,1026.2,10
20,96,1022.5,11.8
22,71,1020.5,16.1
13,95,1021.1,12.1
15,93,1019.4,12.9
11,89,1016.7,11.8
13,88,1018.2,12
15,68,1018.8,12.1
19,66,1022.1,11.6
13,65,1019.6,11.4
13,74,1022.8,9.1
2,70,1016.4,10.7
19,44,1006.6,16.4
17,66,1022.2,9.3
17,55,1028.1,9.9
19,73,1027.9,8.6
11,84,1030.7,12.8
7,84,1031.7,12.4
19,89,1026.1,10.5
13,91,1016.1,12.3
19,79,1013.6,12.1
15,69,1016.2,10.4
28,56,1016,11.3
20,61,1020.3,9.6
28,55,1024.6,9.6
17,75,1031,10.7
17,89,1033.1,11
24,86,1032.5,9.9
19,81,1031.2,10.4
15,90,1030.4,9.3
9,92,1026.6,10.2
11,76,1020.1,13.2
9,80,1017.5,13
15,74,1011.6,17.2
13,73,1013.2,13.4
9,52,1016.9,12.2
24,62,1027.5,11.3
13,82,1026.5,9.8
20,70,1019.4,10.5
26,63,1020.2,10.8
22,65,1025.9,8.1
17,81,1029.3,13.3
20,92,1029.6,10.6
17,85,1029.2,11.8
17,95,1027.9,11.2
17,93,1023.9,10
13,57,1015.4,14.7
15,74,1012.6,11.3
22,68,1016.2,9.8
17,66,1022.5,11.5
24,54,1024.2,9.6
26,60,1025.8,9.9
22,62,1022.5,9.5
26,58,1022.3,9.2
9,58,1017.8,9.7
22,60,1017.9,9.9
17,50,1016.1,12.2
2,45,1014.8,14.3
22,54,1024.4,9.8
17,55,1022,9.5
9,51,1014.7,13.5
31,42,1015.4,10.4
30,NA,1020.7,13.1
22,NA,1025.3,12.3
19,NA,1027.2,11.1
22,NA,1021.7,10.2
19,48,1016.8,14.6
26,47,1014.7,13.5
19,36,1007.7,15.9
30,45,1007,12.7
20,54,1020.3,13.4
19,62,1024.3,10.1
13,70,1020.6,11
9,59,1015.5,16.1
17,45,1009.5,22.2
31,36,1014.2,13.6
15,42,1018,13.8
19,48,1018.7,11.7
17,56,1025,10.8
9,NA,1024.1,12
6,NA,1017.5,15.4
9,47,1010.5,17.2
26,39,1016.6,12.8
24,45,1021.9,10.5
20,61,1024.3,12.1
17,52,1022.2,13.3
19,55,1022.9,13.6
15,28,1016,20.8
28,28,1007.7,21.5
20,22,1005.8,21.3
30,39,1014.5,15
24,NA,1021.3,17.1
13,NA,1025.3,15.4
17,66,1025,16.4
11,66,1023.1,15.8
20,39,1006.2,21
20,50,1019.6,13.5
19,54,1024.9,15.6
19,57,1021.9,17.5
19,71,1019.4,16.4
9,63,1018.4,17.9
11,57,1016,17.2
13,73,1019.3,15.6
4,83,1012.7,15.5
11,49,1016.2,19
2,64,1011.5,17.8
26,31,1012.6,17.3
13,51,1022.1,15
4,67,1022.5,17.8
6,58,1018.7,19.4
22,63,1009.7,21.7
33,51,1005.8,20.4
31,29,1019.2,15.4
11,51,1027.9,16.4
11,58,1032.7,17.5
13,53,1026.3,18.7
9,39,1018.8,23.9
22,22,1014,27.9
9,90,1019.2,16
17,39,1013.8,16.1
7,60,1017.1,15.3
7,67,1012.8,13.8
20,NA,1011.7,NA
4,83,1005.4,14.6
35,84,1006.3,8.7
26,47,1019.8,14.3
13,77,1025.6,14
9,65,1024.9,16.3
6,43,1018.4,20.9
22,62,1016.4,21.7
15,58,1022.7,19.4
11,78,1016.4,17.7
22,44,1007.8,22.8
13,66,1013.7,19.9
30,68,1016.2,15.6
19,56,1027.4,15.7
11,57,1024.3,17.3
9,63,1013,18.2
6,68,1010.6,18.4
7,39,1015.7,18
13,51,1025.5,17
9,59,1025.1,17.2
2,65,1019.8,18.6
11,64,1016.1,21.6
9,55,1008.3,22.6
28,44,1015.2,18.1
6,82,1020.9,15.5
6,80,1020.5,18.3
9,70,1018.7,21.5
15,65,1015.8,24
2,78,1013.8,21.7
4,58,1011.9,24.1
9,77,1014,22.2
28,56,1022.7,19.6
13,42,1028.6,19.4
13,55,1025,19.4
19,60,1020.3,19.6
15,80,1019.5,16.9
19,72,1014.7,20.5
11,86,1012.7,17.2
13,57,1016.7,17.4
6,65,1012.9,19.2
17,44,1014.2,18.1
28,61,1022.2,18.9
9,60,1018.1,19.8
22,66,1017.1,18.8
13,59,1020.3,18.7
9,67,1018.8,21
7,60,1013.9,25.3
7,74,1015.9,22.5
6,80,1014.1,22.4
9,84,1018.4,20.5
6,71,1016.5,23.6
NA,73,1013.6,25.9
9,70,1012,23.2
17,70,1013.8,21.8
7,54,1018.8,21.8
17,59,1016.7,24.4
9,56,1016.1,25.2
13,65,1021,25.6
9,74,1022.5,23.2
4,52,1005.8,27.3
24,64,999.3,22.5
17,63,1009.7,22.3
4,62,1010.1,25
13,53,1005.8,29.4
13,71,1011.5,22.4
17,69,1015.2,18.8
6,62,1019.4,20.5
7,64,1014.6,23.2
2,75,1012.5,24.3
13,62,1002.9,28.9
19,65,1013.2,22.7
13,67,1017.3,22.3
2,71,1015.8,24.2
17,63,1010.4,26.5
20,74,1015.3,21.8
20,70,1017.5,22.7
11,69,1012.9,25.8
17,73,1012.5,26.5
6,90,1009.2,20.5
7,88,1009.2,22.7
11,93,1001.7,21.5
11,70,1014.7,22.2
19,66,1013.2,25.9
26,86,1014.4,19.5
30,73,1021,19
30,63,1021.6,23.1
22,53,1021.9,23.7
20,70,1021.7,23.1
6,78,1020.9,21.6
11,67,1019.9,22.8
9,67,1022.1,22.4
13,75,1021.3,22.5
7,67,1020.1,22.3
9,72,1020.7,23.2
13,78,1021,21.9
7,72,1014.5,21.5
7,72,1012,23.1
24,78,1016.1,20.8
11,70,1013.6,23.3
24,48,1013,19.2
20,55,1021.1,16.8
17,66,1024.2,16.3
13,71,1025.4,19.3
7,60,1019.4,21.1
20,56,1013.5,26.1
4,73,1016.5,24.2
9,71,1015.9,22.6
19,57,1018.3,21.8
9,83,1019.4,21.7
0,75,1019,23.4
2,71,1016.8,23.4
22,48,1018.5,19.2
13,62,1017.6,18.7
13,78,1011.4,18.3
13,83,1017.9,18.6
19,67,1016,19
22,88,1020.9,17
17,93,1028.2,16.6
9,83,1030.4,17.5
11,93,1028,17
9,73,1024.5,19
15,72,1025.3,18.4
15,90,1026.7,16.7
13,72,1024.8,18.9
13,71,1023.5,19
13,73,1025.9,19.7
17,71,1021.5,19.6
17,72,1013.9,19
9,75,1010.1,19
17,88,1015,17.2
13,75,1016.7,17.7
15,76,1014.7,18.5
20,50,1014.7,15.3
17,92,1013.7,14.6
15,71,1016.1,14.4
13,85,1011,14.6
15,57,1012.7,16.9
20,62,1018.9,15.5
20,52,1021.8,15.1
17,56,1022.6,17.3
17,65,1022,17.2
7,59,1019,18.6
13,59,1022.4,18.5
15,80,1025.6,19.7
15,86,1018.7,18.1
13,53,1025.3,15.1
19,72,1026.7,14
19,50,1017.9,17.4
15,56,1025.1,14.5
13,68,1026.6,14.3
13,76,1028.7,15.2
13,80,1031.1,15.2
17,79,1030.7,14.7
20,77,1030.8,14.3
22,77,1030.2,15.2
13,93,1027.2,14.3
9,88,1018.9,14.4
20,60,1013.8,14.2
15,59,1013.2,13.6
22,55,1010.3,16.9
24,50,1011.9,14.7
17,53,1014.7,13.2
20,54,1016.8,12.1
19,61,1018.7,11.3
22,55,1015.3,15.4
17,71,1015,11.2
11,93,1013.7,13.4
28,89,1019.1,13
22,83,1023.7,12.2
20,70,1025.7,11.3
22,84,1029.4,11.6
11,94,1032.8,12.9
15,94,1031.4,12.3
15,90,1029.3,12.8
9,84,1028,13.9
11,62,1019.4,18.7
20,92,1006.1,14.7
24,57,1020.5,11.7
24,66,1026.3,12.2
7,87,1025.8,11.7
15,61,1022.8,14.9
20,70,1019.8,18.5
19,73,1030.7,14.2
13,80,1028.6,12.6
13,90,1021.6,11.1
17,94,1021,11.3
13,85,1015.1,11.6
15,89,1007,13.4
17,64,1005.2,14
24,58,1009.9,13.8
24,59,1014.4,11.8
26,65,1009.5,11
26,76,1013.5,9.6
24,80,1021.7,10.5
26,71,1024.2,9.9
19,79,1021.6,9.6
26,87,1024.9,7.9
7,93,1028.5,11
17,91,1021.7,10.2
17,93,1016.3,10.6
31,84,1019.8,16.7
15,93,1022.9,13.4
9,93,1023.7,13.3
9,90,1024.8,13.6
11,94,1025.7,12.4
20,89,1024.4,10.3
20,77,1024.9,10.2
19,82,1024.4,9.5
17,57,1016.3,14.7
20,54,1010.9,16
13,57,1020.1,10.2
19,62,1026.9,10
19,68,1031.7,9.3
19,83,1035,9.3
17,84,1033.5,10.3
20,91,1035.3,9.1
17,92,1031.1,9.6
15,85,1029.2,10.9
11,88,1028.4,10.7
4,78,1024.6,15.4
9,88,1024.7,15.1
9,85,1023.8,14.5
7,85,1022.9,15.1
15,66,1015.7,18.1
17,65,1009.3,16.5
24,49,1016,11
17,54,1019.4,12.2
17,60,1019.9,11
17,61,1026.6,12.3
20,72,1029.8,8.8
15,75,1025.9,9.2
22,62,1031,9.4
7,84,1029.8,9.7
22,53,1025.2,17.6
13,73,1019.9,12.8
20,82,1023.9,13.9
24,71,1023.3,11
15,83,1018,10.9
7,51,1016,13.5
9,54,1013.6,14
11,52,1017.6,13.1
20,48,1011.9,16.4
17,57,1013.6,13
24,85,1008.3,9.3
20,60,1018.9,11.2
11,46,1016,13.4
13,61,1018.2,12.7
9,40,1005.8,19.6
13,35,1013.7,14.5
24,39,1013.6,15.9
24,42,1019,12.3
17,61,1023.7,10.8
20,41,1010.1,17.6
15,38,1016.9,16.2
7,33,1009.7,17
26,43,1013.7,10.7
20,50,1016.3,11.3
19,48,1013.8,12.5
20,50,1010.2,14.8
26,52,1020.1,15.9
17,72,1024,12.7
20,54,1024.6,14.2
NA,58,1022,15.4
20,72,1021.5,14.9
17,69,1024.4,15.3
22,46,1015.1,21.7
22,60,1021.5,15.9
17,57,1028.5,15.8
19,71,1031.2,15.9
11,66,1034,16.4
13,75,1033.6,15.7
13,62,1027.3,17.7
13,74,1026.9,20.5
13,74,1022.4,19.2
13,78,1026.2,17.5
9,70,1021,21.1
33,24,1005.5,25.9
28,38,1011.7,16.9
15,41,1015.2,17.5
20,67,1021.9,14.9
17,75,1011.2,17
6,74,1018.4,16.4
6,75,1016,16.5
22,73,1000.8,17.7
20,53,1002,20.7
9,31,1005.7,19.9
13,34,1007.9,18.6
22,49,1014.8,16.8
11,57,1014.9,16.9
7,55,1012,19.1
2,32,1004.1,22.4
9,40,1009.8,23.4
17,30,1002.9,26.9
19,29,1019.9,18.1
13,47,1011.1,18.9
13,34,1017.4,19.4
6,46,1016.6,20.3
35,33,1003.8,24.7
17,31,1015.6,20.8
30,41,1010.9,17.7
15,45,1022.4,16.1
15,56,1016.5,17.8
9,41,1010.5,20.1
26,60,1011.2,18.3
9,58,1014,17.7
13,59,1019,17.6
15,22,1009.7,27.3
24,64,1013.1,18.4
13,63,1016,18.5
11,45,1002.2,24.7
28,44,1014.5,14.8
15,40,1022.6,15.4
9,33,1018.9,21.1
31,23,1005.9,27.5
15,30,1025.8,17.9
13,57,1028.1,17.6
4,65,1021.5,20.7
11,56,1016.3,21.4
20,72,1016.2,21.4
28,47,1004.8,27
20,41,1011.7,20.2
20,28,1023.2,16
28,34,1020.9,17.2
17,51,1022.5,20.5
15,81,1019.5,19.5
15,78,1006.6,19.5
0,57,1019.6,16.7
0,62,1022,18.2
0,63,1023.8,19
0,71,1018.2,19.3
0,49,1010.3,23.8
0,34,1022.5,17
0,58,1028,16.6
11,58,1024.3,17.4
11,59,1017.1,20.6
4,43,1011,24.5
9,46,1006.4,24.8
15,87,1017.5,15.8
31,91,1018.1,16
4,92,1013.2,17.4
20,59,1014.4,20.7
15,32,1014.1,22.5
2,68,1015.8,20.7
19,74,1016,18
22,83,1015.5,16.4
30,80,1013.3,17.9
17,79,1011.4,20
11,71,1012.4,20.8
15,64,1012.8,23.6
28,79,1009.1,21.1
9,78,1005.8,21.7
7,58,1006.3,20.8
6,57,1008.1,20.8
13,61,1016.7,17
13,52,1018.3,19.5
9,56,1011.7,23.3
13,72,1005.8,20.9
22,59,1018.8,18.5
6,64,1025.1,19
11,52,1022.5,21.3
11,51,1017.6,22.8
13,61,1006.3,23.5
4,80,996.7,21.5
26,37,1011.7,17.1
13,47,1020.4,20
9,58,1019,22.6
6,52,1009.1,25.4
24,34,1002.5,28.6
13,31,1009.7,23.7
15,69,1011.9,20.6
9,63,1012.5,24.3
30,65,1014.8,23.7
2,81,1018.6,20.1
9,83,1020.6,20.1
9,60,1021.8,22.5
15,57,1024.2,24.5
17,60,1022.5,23.1
6,59,1016.3,26.2
28,59,1016.8,25.1
9,67,1012.6,25.5
11,61,1007.2,27.5
24,58,1018.3,21.8
6,85,1019.3,18.9
13,82,1012.3,21.5
9,78,1012.5,21
19,62,1012.3,23.6
39,65,1009.5,21.4
9,47,1015.3,22.1
9,60,1013.2,22.5
13,58,1014.6,24.4
6,50,1003.6,27.1
13,62,1005.3,22.2
17,60,1003.4,22.9
9,63,1010.5,24.2
17,30,1008.9,25.3
26,55,1018.3,20.9
11,68,1023.7,18.3
17,49,1024.3,21.1
4,66,1022.2,22.3
6,65,1018.9,23.5
9,71,1017.7,24.8
7,66,1021.9,21.9
7,59,1022.3,22.8
2,62,1021.7,25.6
9,64,1019.2,25.3
6,67,1016.7,24.2
7,65,1012.6,25.1
6,65,1010,24.9
11,71,1009.2,24.1
20,79,1010.2,21.6
15,74,1017.7,21.8
20,60,1023.2,22.4
20,69,1014,23.9
20,63,1012,22.5
7,77,1023.8,18.1
13,56,1024.4,20.6
17,45,1021.5,24.7
6,54,1017,24.5
13,56,1019.9,25.2
17,51,1014.9,24.7
17,72,1015.2,23.6
22,67,1015.6,24.6
26,55,1015.7,24.9
17,62,1017.1,25.1
26,59,1023.9,20.6
11,67,1020.3,19.2
11,63,1017.7,19.6
2,59,1018.1,24.3
9,63,1018.9,24.6
20,83,1019.5,20.8
4,72,1017.6,22.4
19,78,1016.5,23.5
11,66,1015.1,25.1
6,81,1008.1,21.6
2,88,1003.7,21.5
6,78,999.5,24.7
13,90,1013.5,19
4,77,1013,20.6
11,81,1004.8,23.8
7,52,1007.8,22.2
20,33,1016,21.1
9,63,1020.3,22
24,50,1023.4,23
9,68,1020.7,21.7
6,72,1017.9,23.2
7,59,1011.8,25.1
24,82,1017.3,21.7
20,86,1022.7,19.7
2,90,1020.5,19.6
11,85,1020.3,19.3
11,70,1024.8,21.7
7,83,1026.1,20.9
4,69,1018.6,21.9
20,75,1018.6,22.3
13,69,1020.3,23
13,63,1022.6,23.8
6,68,1023.6,22.8
11,60,1023.4,25.6
9,67,1023.6,22.8
7,69,1018.1,22.1
15,81,1020.4,19.6
7,70,1018.4,22.7
7,64,1013,22.5
9,57,1005.5,24.2
15,47,1016.9,19.4
19,58,1021,19.9
13,66,1023.9,23.9
0,58,1026.9,25.5
6,75,1022.5,21.7
6,68,1017.8,23.6
6,70,1017.6,23
24,79,1016.4,20.3
11,82,1020,19.8
11,89,1022.5,21.2
2,89,1022.3,21.2
13,84,1017,18.7
15,80,1015.3,20.6
11,69,1020.1,22.4
15,79,1022.4,19.6
13,78,1019.7,20.5
11,91,1017.9,18.9
13,82,1017.5,21.3
11,82,1018.5,20.4
13,80,1018.8,20.6
9,86,1020.9,19.2
13,83,1025.5,16.9
13,77,1023.9,19.6
13,68,1021.4,20.4
11,74,1016.9,20.2
22,64,1005.5,24.1
26,76,1011.1,19.1
20,86,1016.8,17.8
20,64,1020.4,17.2
22,58,1020.7,17.3
20,69,1019.8,17.7
19,65,1019.6,17.2
15,68,1016.3,16.7
17,60,1016.4,19.2
17,61,1018.4,16.3
20,48,1021.1,15.9
17,67,1018.7,15.8
20,59,1017.6,17.6
15,53,1013.7,19.3
7,84,1023.2,17.7
7,72,1015,18.2
19,83,1023.5,17.9
11,75,1025.9,17.4
13,71,1017.7,18.4
15,83,1012.5,18.6
19,59,1017.7,14.7
17,71,1006.9,16.1
13,81,996.5,12.7
20,61,1001.9,15
22,54,1017.9,12.8
26,58,1021.2,14.6
20,59,1023.8,13.9
19,66,1026.2,14.2
9,84,1026.3,13.9
13,80,1023.9,14.5
15,76,1022.2,16.7
17,73,1030.1,16.7
20,74,1030.5,15.6
13,78,1029.3,14.8
15,82,1028.7,13.7
19,75,1029.4,14.6
11,72,1030.4,14.3
15,69,1028.3,14.8
19,72,1026,15.8
17,69,1022.9,16.2
13,66,1024.4,17.5
13,82,1023.5,14.9
11,64,1017.9,16.5
13,62,1015.4,17.7
19,75,1018.3,17.2
13,81,1023.4,16.3
11,68,1018,19.4
22,54,1013.8,19.3
20,59,1023.1,15.3
19,71,1026.8,15.9
15,86,1026.9,15.2
7,87,1020.5,17
11,85,1017.2,14.5
9,70,1018.4,13.2
24,69,1024.1,13.6
19,91,1025.7,15.3
22,86,1026.3,15.3
26,67,1027.2,12.2
17,65,1026.9,11.9
22,71,1028.4,10.4
20,91,1030.5,13
19,86,1026.6,11.9
15,86,1022,12.1
15,85,1019.4,11.8
17,89,1012.1,14.3
13,65,1008.9,13
15,78,1020.8,11.3
20,63,1023.4,13.5
22,67,1030.1,12.5
15,81,1027.8,12
6,66,1019.9,15.5
22,79,1020.4,11.8
15,79,1023,11.9
15,76,1014.9,13.5
28,47,1007.1,12.1
31,45,1012.2,14.8
17,47,1018.8,15.1
11,68,1021,12.1
28,36,1007.2,15.8
28,45,1004.5,12.1
24,53,1015.1,11.4
20,64,1025,10.1
28,67,1027.6,9.6
19,71,1027.3,9.1
9,71,1021.3,9.3
17,62,1016.2,10.1
17,59,1013.6,11.6
17,59,1014.4,10.7
20,66,1016.6,9
11,49,1007.6,11.9
15,52,1005.8,11.9
17,58,1017.4,11.8
11,64,1019.6,8.9
28,54,1027.4,8.2
17,62,1032,9.2
13,88,1025.8,11.5
4,86,1013.7,13.2
20,56,1012.6,13.1
28,47,1011.2,9.6
26,50,1021.2,10.1
20,66,1025.7,11.2
22,69,1026.9,9.9
22,81,1024.6,10.8
17,87,1025.5,10.7
11,83,1022.5,10.9
9,82,1023,11.5
22,90,1024.9,13
20,65,1024.6,11.9
15,62,1021.3,11.9
22,49,1018,14.9
13,44,1018,17.3
24,40,1014.2,17.7
22,41,1007.2,16.8
28,45,1024.6,9.6
20,60,1034.1,8.4
17,69,1034.4,9.9
17,75,1032,10
20,64,1032.6,9.7
28,53,1029.6,11.4
17,76,1032.1,10.9
13,94,1029.9,10.2
9,46,1022.4,12.7
15,62,1025.4,10.3
17,84,1030,8.9
19,77,1033.3,10.5
20,64,1035,9.5
17,81,1031.6,10.5
13,86,1023.8,10.3
28,90,1010.3,14.4
31,94,1001.8,13.8
28,69,1015.3,15.5
22,68,1024.7,12.5
19,86,1029.2,11.7
17,88,1031.8,13.2
4,92,1031.6,11.8
17,88,1029.7,13
13,81,1025.7,13.7
2,93,1024.3,13.6
19,80,1025.3,15.3
20,81,1026.8,15.3
17,85,1026.7,12.1
20,89,1023.9,12.5
20,67,1021.1,14.8
13,77,1016.9,14.6
7,59,1009.1,15.8
28,52,1013.3,13.1
24,53,1015.9,13.4
17,72,1021.8,13.2
7,92,1029.7,12.3
15,90,1032,12.5
17,93,1029.5,12.2
17,56,1019.4,19.3
9,84,1008.2,14.8
13,36,1016.7,18.1
13,67,1025.7,14.7
9,80,1026.9,14.4
11,69,1020.6,17.3
11,68,1018.6,17.7
35,36,1012.2,17.7
28,33,1018.6,15.6
19,50,1022.3,14.7
13,50,1024.5,15.4
15,71,1030.5,15.4
6,55,1032.1,16.9
11,58,1030.2,17.2
6,66,1022.7,18.5
6,60,1011.9,20
22,59,1017.9,18.8
15,53,1021.1,18.8
19,54,1021.9,20.4
17,29,1014.6,25.2
2,42,1013.7,23.7
28,19,1017.7,18.2
11,45,1022.1,17.6
6,63,1021.1,19
19,73,1020.2,19.2
11,65,1016,18.4
9,67,1019.2,19.7
28,44,1007.8,24.1
20,80,1018.7,16.7
7,61,1023.2,18.6
13,53,1019.5,20.2
13,61,1016.8,19.9
9,66,1017.5,20.3
11,60,1007.6,22.5
26,49,1008.5,14.9
28,79,1011.7,11.6
11,61,1018.4,14.3
20,75,1024.6,15.2
15,66,1029.8,15.3
9,57,1027.5,18.6
33,59,1028.7,19.8
19,50,1032.5,17.4
4,54,1027.1,17.8
6,64,1018,19.7
13,78,1020.1,22
19,81,1015.3,21
11,64,1010.2,23.5
13,60,1007.8,23.2
17,36,1012.2,21.7
7,35,1017.2,22.6
13,61,1015.6,21.1
28,35,1003.9,29.1
28,26,1017.9,16.8
11,52,1025.4,17
13,60,1024,20.4
15,67,1017.1,20.7
24,64,1014.8,20.1
9,54,1019.4,20.6
9,61,1022.4,21.4
22,60,1018.8,23.1
13,73,1018.2,20.7
7,51,1020.1,21.3
6,66,1019.7,18.8
15,64,1019.2,20
2,69,1011.8,23.3
7,60,1009.9,20.1
22,87,1005.6,18.2
15,38,1013.8,21.3
20,60,1016.7,22.3
11,65,1021.8,21.9
6,56,1014.3,24.8
7,36,1007.4,31
9,50,1015.9,23.6
4,62,1011.5,24.9
6,71,1015,23.5
13,65,1013,24
17,58,1019.7,21.5
7,66,1019.7,20.9
11,64,1014.2,23.8
6,59,1011,25.1
15,71,1011.9,23.7
4,68,1013.2,26.2
9,80,1012.5,22.7
9,64,1008.3,24.3
17,70,1007.7,23.4
11,68,1006,24.5
2,81,1006.8,22
19,71,1015,22.5
17,73,1014.8,22.5
19,92,1005.5,21.7
33,55,1017.5,20.1
19,53,1018.6,20.6
7,69,1014.4,20
6,54,1012.2,24.3
13,60,1007.9,22.1
33,61,1006.3,21.2
11,80,1010.3,19.1
31,53,1012.4,21.2
9,51,1018.5,20.7
6,65,1018.6,22.5
15,63,1016.9,24.8
11,84,1015.4,21.1
17,82,1013.7,22.4
9,77,1011.5,23.2
19,67,1007.8,24.1
11,50,1021,20.6
2,75,1019.2,20.2
13,62,1009.7,23.6
13,59,1007.4,23.4
17,64,1015.6,22.2
15,68,1014.5,25.2
17,78,1018.8,23.2
15,76,1020.2,26.3
11,69,1015.9,26.9
9,82,1019.4,21.8
11,80,1020.7,24.4
17,64,1020.6,27.1
6,55,1016.1,25.8
13,72,1010.6,25.7
